DEBUG: Found 1 groups for city: قزوین
DEBUG: Group ID 16 has 1 slides
[GIN] 2026/02/20 - 20:34:03 | 200 |   21.767875ms |             ::1 | GET      "/api/public/stories/قزوین"
DEBUG: GetPublicStories for city: قزوین
[GIN] 2026/02/20 - 20:34:03 | 304 |     152.459µs |             ::1 | GET      "/uploads/1771597601983343000_receipt-1771152745899.png"
DEBUG: Found 1 groups for city: قزوین
DEBUG: Group ID 16 has 1 slides
[GIN] 2026/02/20 - 20:34:04 | 200 |  176.234708ms |             ::1 | GET      "/api/public/stories/قزوین"
[GIN] 2026/02/20 - 20:34:05 | 200 |      10.916µs |             ::1 | POST     "/api/public/stories/open/25"
[GIN] 2026/02/20 - 20:34:05 | 200 |        4.25µs |             ::1 | POST     "/api/public/stories/open/25"
